file_name,size(in bytes),attributes,timestamp
/sd/padreMDA2_250502030607.idx,1440,f,1746156493
/sd/padreMDA2_250502030607.dat,2193672,f,1746156493
/sd/padreMDA0_250502032813.dat,148,f,1746156586
/sd/padreMDU8_250502030608.idx,2128,f,1746156492
/sd/padreMDU8_250502030608.dat,5260,f,1746156493
/sd/padreMDA0_250502032813.idx,48,f,1746156586
/sd/padreSP10_250502030125.idx,16,f,1746155138
/sd/padreMDU8_250502032814.dat,400,f,1746156587
/sd/padreSP10_250502031348.dat,0,f,1746155657
/sd/padreSP11_250502031348.idx,16,f,1746155657
/sd/padreSP11_250502031348.dat,0,f,1746155657
/sd/padreSP12_250502031349.idx,16,f,1746155657
/sd/padreSP12_250502031349.dat,0,f,1746155657
/sd/padreSP13_250502031349.idx,16,f,1746155657
/sd/padreSP13_250502031349.dat,0,f,1746155657
/sd/padreSP14_250502031349.idx,16,f,1746155658
/sd/padreSP14_250502031349.dat,0,f,1746155658
/sd/padreSP15_250502031349.idx,16,f,1746155658
/sd/padreSP15_250502031349.dat,0,f,1746155658
/sd/padreSP16_250502031349.idx,16,f,1746155658
/sd/padreSP16_250502031349.dat,0,f,1746155658
/sd/padreSP17_250502031350.idx,16,f,1746155658
/sd/padreSP17_250502031350.dat,0,f,1746155658
/sd/padreSP162_250502031350.idx,16,f,1746155659
/sd/padreSP162_250502031350.dat,0,f,1746155659
/sd/padreSP160_250502031350.idx,128,f,1746155659
/sd/padreSP160_250502031350.dat,588,f,1746155659
/sd/padreSP20_250502031350.idx,16,f,1746155659
/sd/padreSP20_250502031350.dat,0,f,1746155659
/sd/padreSP122_250502031351.idx,16,f,1746155660
/sd/padreSP122_250502031351.dat,0,f,1746155660
/sd/padreSP10_250502031420.dat,0,f,1746156234
/sd/padreSP11_250502031420.idx,16,f,1746156234
/sd/padreSP11_250502031420.dat,0,f,1746156234
/sd/padreSP12_250502031420.idx,16,f,1746156234
/sd/padreSP12_250502031420.dat,0,f,1746156234
/sd/padreSP13_250502031420.idx,16,f,1746156234
/sd/padreSP13_250502031420.dat,0,f,1746156234
/sd/padreSP10_250502031348.idx,16,f,1746155657
/sd/padreSP14_250502031421.idx,16,f,1746156235
/sd/padreSP14_250502031421.dat,0,f,1746156235
/sd/padreSP15_250502031421.idx,16,f,1746156235
/sd/padreSP15_250502031421.dat,0,f,1746156235
/sd/padreSP16_250502031421.idx,16,f,1746156235
