PADREMDA0_250422181546.IDX_;file0.idx_;2025-04-22 18:15:46;0
PADREMDA0_250422181546.DAT_;file1.dat_;2025-04-22 18:15:46;0
PADREMDA2_250422181547.IDX_;file2.idx_;2025-04-22 18:15:47;0
PADREMDA2_250422181547.DAT_;file3.dat_;2025-04-22 18:15:47;0
PADREMDA3_250422181547.IDX_;file4.idx_;2025-04-22 18:15:47;0
PADREMDA3_250422181547.DAT_;file5.dat_;2025-04-22 18:15:47;0
PADREMDA0_250423020442.DAT;file6.dat;2025-04-23 02:04:42;0
PADREMDA2_250423020442.IDX;file7.idx;2025-04-23 02:04:42;16
PADREMDA2_250423020442.DAT;file8.dat;2025-04-23 02:04:42;0
PADREMDA3_250423020442.IDX;file9.idx;2025-04-23 02:04:42;64
PADREMDA3_250423020442.DAT;file10.dat;2025-04-23 02:04:42;120
PADREMDA0_250423215956.DAT;file11.dat;2025-04-23 21:59:56;0
PADREMDA2_250423215956.IDX;file12.idx;2025-04-23 21:59:56;16
PADREMDA2_250423215956.DAT;file13.dat;2025-04-23 21:59:56;0
PADREMDA0_250423020442.IDX;file14.idx;2025-04-23 02:04:42;16
PADREMDA0_250423233057.DAT;file15.dat;2025-04-23 23:30:57;5243010
PADREMDA0_250423215956.IDX;file16.idx;2025-04-23 21:59:56;16
PADREMDA3_250423233058.DAT;file17.dat;2025-04-23 23:30:58;120960
PADRESP10_250423231302.DAT;file18.dat;2025-04-23 23:13:02;0
PADRESP11_250423231302.IDX;file19.idx;2025-04-23 23:13:02;16
PADRESP11_250423231302.DAT;file20.dat;2025-04-23 23:13:02;0
PADRESP12_250423231302.IDX;file21.idx;2025-04-23 23:13:02;16
PADRESP12_250423231302.DAT;file22.dat;2025-04-23 23:13:02;0
PADRESP13_250423231303.IDX;file23.idx;2025-04-23 23:13:03;16
PADRESP13_250423231303.DAT;file24.dat;2025-04-23 23:13:03;0
PADRESP14_250423231303.IDX;file25.idx;2025-04-23 23:13:03;16
PADRESP14_250423231303.DAT;file26.dat;2025-04-23 23:13:03;0
PADRESP10_250424013616.IDX;file27.idx;2025-04-24 01:36:16;16
PADRESP15_250423231303.IDX;file28.idx;2025-04-23 23:13:03;16
PADRESP15_250423231303.DAT;file29.dat;2025-04-23 23:13:03;0
PADRESP16_250423231303.IDX;file30.idx;2025-04-23 23:13:03;16
PADRESP16_250423231303.DAT;file31.dat;2025-04-23 23:13:03;0
PADRESP17_250423231304.IDX;file32.idx;2025-04-23 23:13:04;16
PADRESP17_250423231304.DAT;file33.dat;2025-04-23 23:13:04;0
PADRESP162_250423231304.IDX;file34.idx;2025-04-23 23:13:04;16
PADRESP162_250423231304.DAT;file35.dat;2025-04-23 23:13:04;0
PADRESP10_250423231628.DAT;file36.dat;2025-04-23 23:16:28;0
PADRESP11_250423231628.IDX;file37.idx;2025-04-23 23:16:28;16
PADRESP11_250423231628.DAT;file38.dat;2025-04-23 23:16:28;0
PADRESP12_250423231629.IDX;file39.idx;2025-04-23 23:16:29;16
PADRESP12_250423231629.DAT;file40.dat;2025-04-23 23:16:29;0
PADRESP13_250423231629.IDX;file41.idx;2025-04-23 23:16:29;16
PADRESP10_250423231302.IDX;file42.idx;2025-04-23 23:13:02;16
PADRESP13_250423231629.DAT;file43.dat;2025-04-23 23:16:29;0
PADRESP14_250423231629.IDX;file44.idx;2025-04-23 23:16:29;16
PADRESP14_250423231629.DAT;file45.dat;2025-04-23 23:16:29;0
PADRESP15_250423231629.IDX;file46.idx;2025-04-23 23:16:29;16
PADRESP15_250423231629.DAT;file47.dat;2025-04-23 23:16:29;0
PADRESP16_250423231630.IDX;file48.idx;2025-04-23 23:16:30;16
PADRESP16_250423231630.DAT;file49.dat;2025-04-23 23:16:30;0
PADRESP17_250423231630.IDX;file50.idx;2025-04-23 23:16:30;16
PADRESP17_250423231630.DAT;file51.dat;2025-04-23 23:16:30;0
PADRESP162_250423231630.IDX;file52.idx;2025-04-23 23:16:30;16
PADRESP162_250423231630.DAT;file53.dat;2025-04-23 23:16:30;0
PADRESP10_250423231637.DAT;file54.dat;2025-04-23 23:16:37;0
PADRESP11_250423231637.IDX;file55.idx;2025-04-23 23:16:37;16
PADRESP11_250423231637.DAT;file56.dat;2025-04-23 23:16:37;0
PADRESP12_250423231637.IDX;file57.idx;2025-04-23 23:16:37;16
PADRESP10_250423231637.IDX;file58.idx;2025-04-23 23:16:37;16
PADRESP12_250423231637.DAT;file59.dat;2025-04-23 23:16:37;0
