PADREMDA0_250504055133.DAT,file1.dat,2025-05-04 7:37:54,10485846
PADREMDA0_250504073754.DAT,file2.idx,2025-05-04 7:37:54,10486802
PADREMDA0_250504073754.IDX_Merged_PADREMDA2_250504055133.DAT,file3.dat,2025-05-04 5:51:33,10647248
PADREMDA2_250504070426.DAT,file4.dat,2025-05-04 7:04:26,10500048
PADREMDU8_250504055134.DAT,file5.dat,2025-05-04 5:51:34,139140
PADREMDU8_250504153121.DAT,file6.dat,2025-05-04 15:31:21,720
PADREMDA0_250504153120.DAT,file7.dat,2025-05-04 15:31:20,8168
PADREMDA2_250504153120.DAT,file8.dat,2025-05-04 15:31:20,49296
PADREMDA2_250504055133.IDX,file9.idx,2025-05-04 5:51:33,6832
PADREMDA2_250504081536.DAT,file10.dat,2025-05-04 8:15:36,10500048
PADREMDA0_250504055133.IDX,file11.idx,2025-05-04 5:51:33,266720
PADREMDA0_250504080335.DAT,file12.dat,2025-05-04 8:03:35,10486924
PADREMDA0_250504081836.DAT,file13.dat,2025-05-04 8:18:36,10486488
PADREMDA2_250504070426.IDX_Merged_PADREMDA2_250504092706.DAT,file14.idx,2025-05-04 7:04:26,10506880
PADREMDA0_250504080335.IDX,file15.dat,2025-05-04 9:27:06,143408
PADREMDA0_250504083239.DAT,file16.idx,2025-05-04 8:03:35,10486794
PADREMDA0_250504081836.IDX,file17.dat,2025-05-04 8:32:39,143504
PADREMDA0_250504083239.IDX,file18.idx,2025-05-04 8:18:36,143680
PADREMDA0_250504084610.DAT,file19.idx,2025-05-04 8:32:39,10486320
PADREMDA0_250504085936.DAT,file20.dat,2025-05-04 8:46:10,10486852
PADREMDA0_250504084610.IDX,file21.dat,2025-05-04 8:59:36,143696
PADREMDA0_250504091302.DAT_Merged_PADREMDA0_250504085936.IDX,file22.idx,2025-05-04 8:46:10,10630206
PADREMDA0_250504092602.DAT_Merged_PADREMDA0_250504091302.IDX,file23.dat,2025-05-04 9:13:02,10629800
PADREMDA0_250504093911.DAT,file24.idx,2025-05-04 8:59:36,10486328
PADREMDA2_250504081536.IDX,file25.dat,2025-05-04 9:26:02,6832
PADREMDA2_250504103826.DAT,file26.idx,2025-05-04 9:13:02,10500048
PADREMDA0_250504092602.IDX,file27.dat,2025-05-04 9:39:11,143696
PADREMDA0_250504095122.DAT,file28.idx,2025-05-04 8:15:36,10486890
PADREMDA0_250504093911.IDX,file29.dat,2025-05-04 10:38:26,143696
PADREMDA0_250504100354.DAT,file30.idx,2025-05-04 9:26:02,10485988
PADREMDA0_250504095122.IDX,file31.dat,2025-05-04 9:51:22,143808
PADREMDA0_250504100354.IDX,file32.idx,2025-05-04 9:39:11,143792
PADREMDA0_250504101647.DAT,file33.dat,2025-05-04 10:03:54,10486572
PADREMDA0_250504103032.DAT,file34.idx,2025-05-04 9:51:22,10486760
PADREMDA0_250504101647.IDX,file35.idx,2025-05-04 10:03:54,143792
PADREMDA0_250504104500.DAT_Merged_PADREMDA2_250504092706.IDX,file36.dat,2025-05-04 10:16:47,10493316
PADREMDA2_250504114936.DAT,file37.dat,2025-05-04 10:30:32,10500048
PADREMDA0_250504103032.IDX,file38.idx,2025-05-04 10:16:47,143632
PADREMDA0_250504105959.DAT,file39.dat,2025-05-04 10:45:00,10485946
PADREMDA0_250504104500.IDX,file40.idx,2025-05-04 9:27:06,143536
PADREMDA0_250504111537.DAT_Merged_PADREMDA0_250504105959.IDX,file41.dat,2025-05-04 11:49:36,10630012
PADREMDA0_250504113120.DAT_Merged_PADREMDA0_250504111537.IDX,file42.idx,2025-05-04 10:30:32,10630072
PADREMDA0_250504114645.DAT,file43.dat,2025-05-04 10:59:59,10486870
PADREMDA0_250504113120.IDX,file44.idx,2025-05-04 10:45:00,143568
PADREMDA0_250504120224.DAT_Merged_PADREMDA2_250504103826.IDX,file45.dat,2025-05-04 11:15:37,10493346
PADREMDA2_250504130056.DAT,file46.idx,2025-05-04 10:59:59,10500048
PADREMDA0_250504114645.IDX,file47.dat,2025-05-04 11:31:20,143584
PADREMDA0_250504121637.DAT,file48.idx,2025-05-04 11:15:37,10486104
PADREMDA0_250504120224.IDX,file49.dat,2025-05-04 11:46:45,143552
PADREMDA0_250504123036.DAT,file50.idx,2025-05-04 11:31:20,10486338
PADREMDA0_250504121637.IDX,file51.dat,2025-05-04 12:02:24,143504
PADREMDA0_250504124420.DAT,file52.idx,2025-05-04 10:38:26,10486102
PADREMDA0_250504123036.IDX,file53.dat,2025-05-04 13:00:56,143488
PADREMDA0_250504125802.DAT,file54.idx,2025-05-04 11:46:45,10486064
PADREMDA0_250504124420.IDX,file55.dat,2025-05-04 12:16:37,143456
PADREMDA0_250504131124.DAT,file56.idx,2025-05-04 12:02:24,10486566
PADREMDA2_250504114936.IDX,file57.dat,2025-05-04 12:30:36,6832
PADREMDA2_250504141226.DAT,file58.idx,2025-05-04 12:16:37,10500048
PADREMDA0_250504125802.IDX,file59.dat,2025-05-04 12:44:20,143504
PADREMDA0_250504132419.DAT,file60.idx,2025-05-04 12:30:36,10486540
PADREMDA0_250504131124.IDX,file61.dat,2025-05-04 12:58:02,143456
PADREMDA0_250504133802.DAT,file62.idx,2025-05-04 12:44:20,10485840
PADREMDA0_250504132419.IDX,file63.dat,2025-05-04 13:11:24,143472
PADREMDA0_250504135118.DAT_Merged_PADREMDA0_250504133802.IDX,file64.idx,2025-05-04 11:49:36,10629804
PADREMDA0_250504140425.DAT_Merged_PADREMDA0_250504135118.IDX,file65.dat,2025-05-04 14:12:26,10629982
PADREMDA0_250504141839.DAT,file66.idx,2025-05-04 12:58:02,10486302
PADREMDA2_250504130056.IDX,file67.dat,2025-05-04 13:24:19,6832
PADREMDA2_250504152346.DAT,file68.idx,2025-05-04 13:11:24,1133808
PADREMDA0_250504140425.IDX,file69.dat,2025-05-04 13:38:02,143520
PADREMDA0_250504143243.DAT,file70.idx,2025-05-04 13:24:19,10486740
PADREMDA0_250504141839.IDX,file71.dat,2025-05-04 13:51:18,143520
PADREMDA0_250504144635.DAT,file72.idx,2025-05-04 13:38:02,10485974
PADREMDA0_250504143243.IDX,file73.dat,2025-05-04 14:04:25,143472
PADREMDA0_250504145844.DAT,file74.idx,2025-05-04 13:51:18,1178112
PADREMDA0_250504144635.IDX,file75.dat,2025-05-04 14:18:39,143264
PADREMDA2_250504152346.IDX,file76.idx,2025-05-04 13:00:56,752
PADREMDA2_250504141226.IDX,file77.dat,2025-05-04 15:23:46,6832
PADREMDA0_250504145844.IDX,file78.idx,2025-05-04 14:04:25,16128
PADREMDU8_250504055134.IDX,file79.dat,2025-05-04 14:32:43,55680
