Product type : SPD1305X
Product SRLN : SPD13DCQ7R0934
Product Software Version : 2.1.1.9R1
Number of channels : 1
Software Version : V1.0.2
File type: CSV
File version: 1.0
Interval : 0.5S
Date : 2025-03-25 11:10:47

Time,CH1 VOLT,CH1 CURR
14579.881,30.001,0.001
14580.413,30.001,0.001
14580.931,30.001,0.001
14581.463,30.001,0.001
14581.980,30.001,0.001
14582.512,30.001,0.001
14583.030,30.001,0.001
14583.544,30.001,0.001
14584.080,30.001,0.001
14584.604,30.001,0.001
14585.137,30.001,0.001
14585.656,30.001,0.001
14586.176,30.001,0.001
14586.691,30.001,0.001
14587.224,30.001,0.001
14587.742,30.001,0.001
14588.260,30.001,0.001
14588.780,30.001,0.001
14589.309,30.001,0.001
14589.831,30.001,0.001
14590.362,30.001,0.001
14590.896,30.001,0.001
14591.416,30.001,0.001
14591.943,30.001,0.001
14592.475,30.001,0.001
14592.991,30.001,0.001
14593.513,30.001,0.001
14594.048,30.001,0.001
14594.583,30.001,0.001
14595.113,30.001,0.001
14595.643,30.001,0.001
14596.161,30.001,0.001
14596.692,30.001,0.001
14597.223,30.001,0.001
14597.753,30.001,0.001
14598.286,30.001,0.001
14598.816,30.001,0.001
14599.351,30.001,0.001
14599.881,30.001,0.001
14600.413,30.001,0.001
14600.932,30.001,0.001
14601.463,30.001,0.001
14601.969,30.001,0.001
14602.488,30.001,0.001
14603.023,30.001,0.001
14603.554,30.001,0.001
14604.076,30.001,0.001
14604.592,30.001,0.001
14605.108,30.001,0.001
14605.626,30.001,0.001
14606.161,30.001,0.001
14606.678,30.001,0.001
14607.216,30.001,0.001
14607.732,30.001,0.001
14608.251,30.001,0.001
14608.782,30.001,0.001
14609.298,30.001,0.001
14609.834,30.001,0.001
14610.356,30.001,0.001
14610.872,30.001,0.001
14611.393,30.001,0.001
14611.926,30.001,0.001
14612.446,30.001,0.001
14612.963,30.001,0.001
14613.496,30.001,0.001
14614.012,30.001,0.001
14614.531,30.001,0.001
14615.053,30.001,0.001
14615.583,30.001,0.001
14616.103,30.001,0.001
14616.620,30.001,0.001
14617.148,30.001,0.001
14617.666,30.001,0.001
14618.208,30.001,0.001
14618.725,30.001,0.001
14619.242,30.001,0.001
14619.776,30.001,0.001
14620.306,30.001,0.001
14620.838,30.001,0.001
14621.370,30.001,0.001
14621.890,30.001,0.001
14622.417,30.001,0.001
14622.951,30.001,0.001
14623.482,30.001,0.001
14624.009,30.001,0.001
14624.540,30.001,0.001
14625.058,30.001,0.001
14625.573,30.001,0.001
14626.100,30.001,0.001
14626.633,30.001,0.001
14627.150,30.001,0.001
14627.682,30.001,0.001
14628.216,30.001,0.001
14628.731,30.001,0.001
14629.252,30.001,0.001
14629.772,30.001,0.001
14630.289,30.001,0.001
14630.820,30.001,0.001
14631.331,30.001,0.001
14631.845,30.001,0.001
14632.376,30.001,0.001
14632.895,30.001,0.001
14633.427,30.001,0.001
14633.956,30.001,0.001
14634.469,30.001,0.001
14635.005,30.001,0.001
14635.521,30.001,0.001
14636.053,30.001,0.001
14636.576,30.001,0.001
14637.107,30.001,0.001
14637.630,30.001,0.001
14638.146,30.001,0.001
14638.675,30.001,0.001
14639.194,30.001,0.001
14639.712,30.001,0.001
14640.230,30.001,0.001
14640.748,30.001,0.001
14641.283,30.001,0.001
14641.798,30.001,0.001
14642.331,30.001,0.001
14642.853,30.001,0.001
14643.371,30.001,0.001
14643.886,30.001,0.001
14644.404,30.001,0.001
14644.935,30.001,0.001
14645.466,30.001,0.001
14646.010,30.001,0.001
14646.532,30.001,0.001
14647.048,30.001,0.001
14647.580,30.001,0.001
14648.099,30.001,0.001
14648.617,30.001,0.001
14649.148,30.001,0.001
14649.666,30.001,0.001
14650.182,30.001,0.001
14650.728,30.001,0.001
14651.230,30.001,0.001
14651.765,30.001,0.001
14652.283,30.001,0.001
14652.810,30.001,0.001
14653.331,30.001,0.001
14653.860,30.001,0.001
14654.383,30.001,0.001
14654.896,30.001,0.001
14655.426,30.001,0.001
14655.945,30.001,0.001
14656.471,30.001,0.001
14656.986,30.001,0.001
14657.520,30.001,0.001
14658.051,30.001,0.001
14658.570,30.001,0.001
14659.088,30.001,0.001
14659.620,30.001,0.001
14660.139,30.001,0.001
14660.667,30.001,0.001
14661.196,30.001,0.001
14661.704,30.001,0.001
14662.221,30.001,0.001
14662.756,30.001,0.001
14663.277,30.001,0.001
14663.792,30.001,0.001
14664.313,30.001,0.001
14664.829,30.001,0.001
14665.360,30.001,0.001
14665.892,30.001,0.001
14666.406,30.001,0.001
14666.938,30.001,0.001
14667.471,30.001,0.001
14668.000,30.001,0.001
14668.536,30.001,0.001
14669.051,30.001,0.001
14669.573,30.001,0.001
14670.090,30.001,0.001
14670.619,30.001,0.001
14671.150,30.001,0.001
14671.681,30.001,0.001
14672.213,30.001,0.001
14672.730,30.001,0.001
14673.253,30.001,0.001
14673.784,30.001,0.001
14674.303,30.001,0.001
14674.821,30.001,0.001
14675.337,30.001,0.001
14675.873,30.001,0.001
14676.388,30.001,0.001
14676.918,30.001,0.001
14677.433,30.001,0.001
14677.966,30.001,0.001
14678.490,30.001,0.001
14679.021,30.001,0.001
14679.541,30.001,0.001
14680.057,30.001,0.001
14680.588,30.001,0.001
14681.110,30.001,0.001
14681.630,30.001,0.001
14682.148,30.001,0.001
14682.683,30.001,0.001
14683.195,30.001,0.001
14683.716,30.001,0.001
14684.246,30.001,0.001
14684.766,30.001,0.001
14685.296,30.001,0.001
14685.828,30.001,0.001
14686.346,30.001,0.001
14686.876,30.001,0.001
14687.408,30.001,0.001
14687.925,30.001,0.001
14688.457,30.001,0.001
14688.990,30.001,0.001
14689.504,30.001,0.001
14690.030,30.001,0.001
14690.563,30.001,0.001
14691.083,30.001,0.001
14691.598,30.001,0.001
14692.116,30.001,0.001
14692.651,30.001,0.001
14693.180,30.001,0.001
14693.699,30.001,0.001
14694.230,30.001,0.001
14694.750,30.001,0.001
14695.285,30.001,0.001
14695.816,30.001,0.001
14696.346,30.001,0.001
14696.877,30.001,0.001
14697.401,30.001,0.001
14697.916,30.001,0.001
14698.436,30.001,0.001
14698.950,30.001,0.001
14699.480,30.001,0.001
14700.003,30.001,0.001
14700.518,30.001,0.001
14701.040,30.001,0.001
14701.566,30.001,0.001
14702.083,30.001,0.001
14702.597,30.001,0.001
14703.130,30.001,0.001
14703.645,30.001,0.001
14704.180,30.001,0.001
14704.695,30.001,0.001
14705.206,30.001,0.001
14705.743,30.001,0.001
14706.273,30.001,0.001
14706.806,30.001,0.001
14707.340,30.001,0.001
14707.872,30.001,0.001
14708.388,30.001,0.001
14708.917,30.001,0.001
14709.445,30.001,0.001
14709.959,30.001,0.001
14710.493,30.001,0.001
14711.021,30.001,0.001
14711.553,30.001,0.001
14712.068,30.001,0.001
14712.590,30.001,0.001
14713.119,30.001,0.001
14713.653,30.001,0.001
14714.172,30.001,0.001
14714.691,30.001,0.001
14715.213,30.001,0.001
14715.746,30.001,0.001
14716.266,30.001,0.001
14716.780,30.001,0.001
14717.313,30.001,0.001
14717.831,30.001,0.001
14718.351,30.001,0.001
14718.870,30.001,0.001
14719.392,30.001,0.001
14719.922,30.001,0.001
14720.459,30.001,0.001
14720.983,30.001,0.001
14721.513,30.001,0.001
14722.028,30.001,0.001
14722.548,30.001,0.001
14723.068,30.001,0.001
14723.590,30.001,0.001
14724.120,30.001,0.001
14724.653,30.001,0.001
14725.185,30.001,0.001
14725.720,30.001,0.001
14726.233,30.001,0.001
14726.750,30.001,0.001
14727.267,30.001,0.001
14727.800,30.001,0.001
14728.320,30.001,0.001
14728.834,30.001,0.001
14729.361,30.001,0.001
14729.891,30.001,0.001
14730.411,30.001,0.001
14730.938,30.001,0.001
14731.453,30.001,0.001
14731.973,30.001,0.001
14732.493,30.001,0.001
14733.030,30.001,0.001
14733.547,30.001,0.001
14734.076,30.001,0.001
14734.589,30.001,0.001
14735.118,30.001,0.001
14735.650,30.001,0.001
14736.167,30.001,0.001
14736.699,30.001,0.001
14737.220,30.001,0.001
14737.747,30.001,0.001
14738.277,30.001,0.001
14738.803,30.001,0.001
14739.321,30.001,0.001
14739.839,30.001,0.001
14740.358,30.001,0.001
14740.876,30.001,0.001
14741.396,30.001,0.001
14741.925,30.001,0.001
14742.450,30.001,0.001
14742.963,30.001,0.001
14743.498,30.001,0.001
14744.013,30.001,0.001
14744.536,30.001,0.001
14745.053,30.001,0.001
14745.586,30.001,0.001
14746.123,30.001,0.001
14746.653,30.001,0.001
14747.173,30.001,0.001
14747.703,30.001,0.001
14748.223,30.001,0.001
14748.741,30.001,0.001
14749.261,30.001,0.001
14749.785,30.001,0.001
14750.306,30.001,0.001
14750.835,30.001,0.001
14751.352,30.001,0.001
14751.873,30.001,0.001
14752.406,30.001,0.001
14752.925,30.001,0.001
14753.442,30.001,0.001
14753.978,30.001,0.001
14754.493,30.001,0.001
14755.026,30.001,0.001
14755.548,30.001,0.001
14756.082,30.001,0.001
14756.613,30.001,0.001
14757.129,30.001,0.001
14757.646,30.001,0.001
14758.180,30.001,0.001
14758.702,30.001,0.001
14759.217,30.001,0.001
14759.737,30.001,0.001
14760.270,30.001,0.001
14760.789,30.001,0.001
14761.322,30.001,0.001
14761.856,30.001,0.001
14762.373,30.001,0.001
14762.903,30.001,0.001
14763.433,30.001,0.001
14763.953,30.001,0.001
14764.484,30.001,0.001
14765.016,30.001,0.001
14765.546,30.001,0.001
14766.078,30.001,0.001
14766.610,30.001,0.001
14767.140,30.001,0.001
14767.658,30.001,0.001
14768.180,30.001,0.001
14768.711,30.001,0.001
14769.230,30.001,0.001
14769.763,30.001,0.001
14770.278,30.001,0.001
14770.813,30.001,0.001
14771.342,30.001,0.001
14771.870,30.001,0.001
14772.393,30.001,0.001
14772.913,30.001,0.001
14773.448,30.001,0.001
14773.968,30.001,0.001
14774.486,30.001,0.001
14775.006,30.001,0.001
14775.536,30.001,0.001
14776.063,30.001,0.001
14776.590,30.001,0.001
14777.110,30.001,0.001
14777.626,30.001,0.001
14778.160,30.001,0.001
14778.680,30.001,0.001
14779.209,30.001,0.001
14779.726,30.001,0.001
14780.245,30.001,0.001
14780.777,30.001,0.001
14781.310,30.001,0.001
14781.838,30.001,0.001
14782.353,30.001,0.001
14782.887,30.001,0.001
14783.406,30.001,0.001
14783.933,30.001,0.001
14784.456,30.001,0.001
14784.971,30.001,0.001
14785.501,30.001,0.001
14786.032,30.001,0.001
14786.537,30.001,0.001
14787.065,30.001,0.001
14787.582,30.001,0.001
14788.105,30.001,0.001
14788.620,30.001,0.001
14789.140,30.001,0.001
14789.656,30.001,0.001
14790.176,30.001,0.001
14790.695,30.001,0.001
14791.216,30.001,0.001
14791.734,30.001,0.001
14792.249,30.001,0.001
14792.785,30.001,0.001
14793.286,30.001,0.001
14793.819,30.001,0.001
14794.336,30.001,0.001
14794.861,30.001,0.001
14795.378,30.001,0.001
14795.895,30.001,0.001
14796.416,30.001,0.001
14796.933,30.001,0.001
14797.453,30.001,0.001
14797.989,30.001,0.001
14798.523,30.001,0.001
14799.043,30.001,0.001
14799.576,30.001,0.001
14800.093,30.001,0.001
14800.610,30.001,0.001
14801.144,30.001,0.001
14801.675,30.001,0.001
14802.205,30.001,0.001
14802.737,30.001,0.001
14803.271,30.001,0.001
14803.801,30.001,0.001
14804.340,30.001,0.001
14804.853,30.001,0.001
14805.366,30.001,0.001
14805.906,30.001,0.001
14806.418,30.001,0.001
14806.936,30.001,0.001
14807.469,30.001,0.001
14807.991,30.001,0.001
14808.506,30.001,0.001
14809.023,30.001,0.001
14809.545,30.001,0.001
14810.079,30.001,0.001
14810.600,30.001,0.001
14811.115,30.001,0.001
14811.636,30.001,0.001
14812.153,30.001,0.001
14812.671,30.001,0.001
14813.204,30.001,0.001
14813.720,30.001,0.001
14814.253,30.001,0.001
14814.786,30.001,0.001
14815.316,30.001,0.001
14815.835,30.001,0.001
14816.351,30.001,0.001
14816.871,30.001,0.001
14817.401,30.001,0.001
14817.933,30.001,0.001
14818.451,30.001,0.001
14818.978,30.000,0.001
14819.494,30.001,0.001
14820.026,30.001,0.001
14820.546,30.001,0.001
14821.077,30.001,0.001
14821.596,30.001,0.001
14822.113,30.001,0.001
14822.642,30.001,0.001
14823.162,30.001,0.001
14823.695,30.001,0.001
14824.225,30.001,0.001
14824.756,30.001,0.001
14825.286,30.001,0.001
14825.819,30.001,0.001
14826.336,30.001,0.001
14826.868,30.001,0.001
14827.370,30.001,0.001
14827.906,30.001,0.001
14828.438,30.001,0.001
14828.953,30.001,0.001
14829.472,30.001,0.001
14829.988,30.001,0.001
14830.521,30.001,0.001
14831.041,30.001,0.001
14831.561,30.001,0.001
14832.092,30.001,0.001
14832.613,30.001,0.001
14833.146,30.001,0.001
14833.672,30.001,0.001
14834.195,30.001,0.001
14834.711,30.001,0.001
14835.229,30.001,0.001
14835.763,30.001,0.001
14836.281,30.001,0.001
14836.809,30.001,0.001
14837.346,30.001,0.001
14837.880,30.001,0.001
14838.400,30.001,0.001
14838.921,30.001,0.001
14839.449,30.001,0.001
14839.978,30.001,0.001
14840.497,30.001,0.001
14841.015,30.001,0.001
14841.533,30.001,0.001
14842.070,30.001,0.001
14842.597,30.001,0.001
14843.116,30.001,0.001
14843.635,30.001,0.001
14844.152,30.001,0.001
14844.681,30.001,0.001
14845.214,30.001,0.001
14845.727,30.001,0.001
14846.264,30.001,0.001
14846.780,30.001,0.001
14847.303,30.001,0.001
14847.820,30.001,0.001
14848.339,30.001,0.001
14848.873,30.001,0.001
14849.392,30.001,0.001
14849.921,30.001,0.001
14850.439,30.001,0.001
14850.972,30.001,0.001
14851.505,30.001,0.001
14852.024,30.001,0.001
14852.545,30.001,0.001
14853.074,30.001,0.001
14853.592,30.001,0.001
14854.113,30.001,0.001
14854.646,30.001,0.001
14855.162,30.001,0.001
14855.683,30.001,0.001
14856.195,30.001,0.001
14856.722,30.001,0.001
14857.256,30.001,0.001
14857.789,30.001,0.001
14858.315,30.001,0.001
14858.836,30.000,0.001
14859.366,30.001,0.001
14859.883,30.001,0.001
14860.416,30.001,0.001
14860.950,30.001,0.001
14861.449,30.001,0.001
14861.986,30.001,0.001
14862.513,30.001,0.001
14863.030,30.001,0.001
14863.547,30.001,0.001
14864.069,30.001,0.001
14864.586,30.001,0.001
14865.103,30.001,0.001
14865.622,30.001,0.001
14866.140,30.001,0.001
14866.688,30.001,0.001
14867.192,30.001,0.001
14867.722,30.001,0.001
14868.241,30.001,0.001
14868.774,30.001,0.001
14869.294,30.001,0.001
14869.808,30.001,0.001
14870.343,30.001,0.001
14870.872,30.001,0.001
14871.392,30.001,0.001
14871.924,30.001,0.001
14872.445,30.001,0.001
14872.962,30.001,0.001
14873.492,30.001,0.001
14874.026,30.001,0.001
14874.543,30.001,0.001
14875.061,30.001,0.001
14875.581,30.001,0.001
14876.110,30.001,0.001
14876.626,30.001,0.001
14877.161,30.001,0.001
14877.678,30.001,0.001
14878.197,30.001,0.001
14878.727,30.001,0.001
14879.250,30.001,0.001
14879.780,30.001,0.001
14880.298,30.001,0.001
14880.831,30.001,0.001
14881.347,30.001,0.001
14881.871,30.001,0.001
14882.386,30.001,0.001
14882.903,30.001,0.001
14883.421,30.001,0.001
14883.937,30.001,0.001
14884.473,30.001,0.001
14884.991,30.001,0.001
14885.513,30.001,0.001
14886.042,30.001,0.001
14886.559,30.001,0.001
14887.080,30.001,0.001
14887.612,30.001,0.001
14888.130,30.001,0.001
14888.645,30.001,0.001
14889.166,30.001,0.001
14889.681,30.001,0.001
14890.196,30.001,0.001
14890.717,30.001,0.001
14891.234,30.001,0.001
14891.766,30.001,0.001
14892.286,30.001,0.001
14892.820,30.001,0.001
14893.350,30.001,0.001
14893.867,30.001,0.001
14894.389,30.001,0.001
14894.903,30.001,0.001
14895.425,30.001,0.001
14895.943,30.001,0.001
14896.476,30.001,0.001
14897.007,30.001,0.001
14897.541,30.001,0.001
14898.083,30.001,0.001
14898.600,30.001,0.001
14899.136,30.001,0.001
14899.650,30.001,0.001
14900.185,30.001,0.001
14900.701,30.001,0.001
14901.236,30.001,0.001
14901.753,30.001,0.001
14902.273,30.001,0.001
14902.803,30.001,0.001
14903.321,30.001,0.001
14903.852,30.001,0.001
14904.369,30.001,0.001
14904.902,30.001,0.001
14905.418,30.001,0.001
14905.949,30.001,0.001
14906.465,30.001,0.001
14906.981,30.001,0.001
14907.501,30.001,0.001
14908.013,30.001,0.001
14908.548,30.001,0.001
14909.064,30.001,0.001
14909.587,30.001,0.001
14910.105,30.001,0.001
14910.621,30.001,0.001
14911.140,30.001,0.001
14911.657,30.001,0.001
14912.180,30.001,0.001
14912.694,30.001,0.001
14913.230,30.001,0.001
14913.745,30.001,0.001
14914.283,30.001,0.001
14914.812,30.001,0.001
14915.328,30.001,0.001
14915.860,30.001,0.001
14916.375,30.001,0.001
14916.894,30.001,0.001
14917.428,30.001,0.001
14917.948,30.001,0.001
14918.478,30.001,0.001
14919.019,30.001,0.001
14919.550,30.001,0.001
14920.069,30.001,0.001
14920.586,30.001,0.001
14921.118,30.001,0.001
14921.646,30.001,0.001
14922.162,30.001,0.001
14922.713,30.001,0.001
14923.217,30.001,0.001
14923.749,30.001,0.001
14924.266,30.001,0.001
14924.782,30.001,0.001
14925.315,30.001,0.001
14925.830,30.001,0.001
14926.365,30.001,0.001
14926.896,30.001,0.001
14927.430,30.001,0.001
14927.928,30.001,0.001
14928.463,30.001,0.001
14928.995,30.001,0.001
14929.524,30.001,0.001
14930.045,30.001,0.001
14930.580,30.001,0.001
14931.113,30.001,0.001
14931.630,30.001,0.001
14932.163,30.001,0.001
14932.662,30.001,0.001
14933.179,30.001,0.001
14933.712,30.001,0.001
14934.241,30.001,0.001
14934.773,30.001,0.001
14935.289,30.001,0.001
14935.823,30.001,0.001
14936.350,30.001,0.001
14936.891,30.001,0.001
14937.398,30.001,0.001
14937.914,30.001,0.001
14938.446,30.001,0.001
14938.963,30.001,0.001
14939.481,30.001,0.001
14939.998,30.001,0.001
14940.532,30.001,0.001
14941.050,30.001,0.001
14941.584,30.001,0.001
14942.095,30.001,0.001
14942.634,30.001,0.001
14943.156,30.001,0.001
14943.670,30.001,0.001
14944.204,30.001,0.001
14944.725,30.001,0.001
14945.260,30.001,0.001
14945.776,30.001,0.001
14946.293,30.001,0.001
14946.815,30.001,0.001
14947.343,30.001,0.001
14947.850,30.001,0.001
14948.366,30.001,0.001
14948.899,30.001,0.001
14949.420,30.001,0.001
14949.940,30.001,0.001
14950.461,30.001,0.001
14950.978,30.001,0.001
14951.503,30.001,0.001
14952.020,30.001,0.001
14952.554,30.001,0.001
14953.080,30.000,0.001
14953.602,30.001,0.001
14954.131,30.001,0.001
14954.663,30.001,0.001
14955.196,30.001,0.001
14955.711,30.001,0.001
14956.232,30.001,0.001
14956.764,30.001,0.001
14957.297,30.001,0.001
14957.813,30.001,0.001
14958.334,30.001,0.001
14958.849,30.001,0.001
14959.377,30.001,0.001
14959.912,30.001,0.001
14960.430,30.001,0.001
14960.966,30.001,0.001
14961.479,30.001,0.001
14962.006,30.001,0.001
14962.530,30.001,0.001
14963.042,30.001,0.001
14963.560,30.001,0.001
14964.080,30.001,0.001
14964.598,30.001,0.001
14965.113,30.001,0.001
14965.633,30.001,0.001
14966.151,30.001,0.001
14966.680,30.001,0.001
14967.201,30.001,0.001
14967.714,30.001,0.001
14968.248,30.001,0.001
14968.760,30.001,0.001
14969.299,30.001,0.001
14969.816,30.001,0.001
14970.336,30.001,0.001
14970.869,30.001,0.001
14971.386,30.001,0.001
14971.905,30.001,0.001
14972.421,30.001,0.001
14972.956,30.001,0.001
14973.471,30.001,0.001
14974.005,30.001,0.001
14974.520,30.001,0.001
14975.051,30.001,0.001
14975.581,30.001,0.001
14976.099,30.001,0.001
14976.618,30.001,0.001
14977.140,30.001,0.001
14977.673,30.001,0.001
14978.204,30.001,0.001
14978.743,30.001,0.001
14979.273,30.001,0.001
14979.807,30.001,0.001
14980.323,30.000,0.001
14980.840,30.001,0.001
14981.360,30.001,0.001
14981.877,30.001,0.001
14982.410,30.001,0.001
14982.942,30.001,0.001
14983.460,30.001,0.001
14983.993,30.001,0.001
14984.509,30.001,0.001
14985.043,30.001,0.001
14985.557,30.001,0.001
14986.077,30.001,0.001
14986.596,30.001,0.001
14987.129,30.001,0.001
14987.645,30.001,0.001
14988.179,30.001,0.001
14988.686,30.001,0.001
14989.199,30.001,0.001
14989.731,30.001,0.001
14990.248,30.001,0.001
14990.780,30.001,0.001
14991.313,30.001,0.001
14991.832,30.001,0.001
14992.351,30.001,0.001
14992.882,30.001,0.001
14993.415,30.001,0.001
14993.952,30.001,0.001
14994.486,30.001,0.001
14995.003,30.001,0.001
14995.540,30.001,0.001
14996.054,30.001,0.001
14996.585,30.001,0.001
14997.102,30.001,0.001
14997.633,30.001,0.001
14998.135,30.001,0.001
14998.652,30.001,0.001
14999.181,30.001,0.001
14999.695,30.001,0.001
15000.230,30.001,0.001
15000.746,30.001,0.001
15001.266,30.001,0.001
15001.798,30.001,0.001
15002.314,30.001,0.001
15002.843,30.001,0.001
15003.370,30.001,0.001
15003.896,30.001,0.001
15004.428,30.001,0.001
15004.960,30.001,0.001
15005.476,30.001,0.001
15006.008,30.001,0.001
15006.540,30.001,0.001
15007.074,30.001,0.001
15007.600,30.001,0.001
15008.115,30.001,0.001
15008.634,30.001,0.001
15009.151,30.001,0.001
15009.679,30.001,0.001
15010.214,30.001,0.001
15010.729,30.001,0.001
15011.262,30.001,0.001
15011.794,30.001,0.001
15012.314,30.001,0.001
15012.833,30.001,0.001
15013.366,30.001,0.001
15013.896,30.001,0.001
15014.415,30.001,0.001
15014.934,30.001,0.001
15015.463,30.001,0.001
15015.995,30.001,0.001
15016.525,30.001,0.001
15017.042,30.001,0.001
15017.573,30.001,0.001
15018.103,30.001,0.001
15018.634,30.001,0.001
15019.164,30.001,0.001
15019.694,30.001,0.001
15020.210,30.001,0.001
15020.744,30.001,0.001
15021.260,30.001,0.001
15021.791,30.001,0.001
15022.308,30.001,0.001
15022.842,30.001,0.001
15023.375,30.001,0.001
15023.893,30.001,0.001
15024.425,30.001,0.001
15024.956,30.001,0.001
15025.470,30.001,0.001
15025.989,30.001,0.001
15026.523,30.001,0.001
15027.043,30.001,0.001
15027.563,30.001,0.001
15028.077,30.001,0.001
15028.589,30.001,0.001
15029.123,30.001,0.001
15029.642,30.001,0.001
15030.175,30.001,0.001
15030.702,30.001,0.001
15031.225,30.001,0.001
15031.741,30.001,0.001
15032.258,30.001,0.001
15032.775,30.001,0.001
15033.306,30.001,0.001
15033.836,30.001,0.001
15034.367,30.000,0.001
15034.899,30.001,0.001
15035.429,30.001,0.001
15035.949,30.001,0.001
15036.469,30.001,0.001
15036.983,30.001,0.001
15037.502,30.001,0.001
15038.035,30.001,0.001
15038.553,30.001,0.001
15039.070,30.001,0.001
15039.602,30.001,0.001
15040.116,30.001,0.001
15040.634,30.001,0.001
15041.165,30.001,0.001
15041.670,30.001,0.001
15042.204,30.001,0.001
15042.726,30.001,0.001
15043.247,30.001,0.001
15043.761,30.001,0.001
15044.281,30.001,0.001
15044.798,30.001,0.001
15045.313,30.001,0.001
15045.843,30.001,0.001
15046.361,30.001,0.001
15046.903,30.001,0.001
15047.420,30.001,0.001
15047.951,30.001,0.001
15048.469,30.001,0.001
15049.000,30.001,0.001
15049.522,30.001,0.001
15050.040,30.001,0.001
15050.559,30.001,0.001
15051.081,30.001,0.001
15051.611,30.001,0.001
15052.123,30.001,0.001
15052.661,30.001,0.001
15053.175,30.001,0.001
15053.707,30.001,0.001
15054.243,30.001,0.001
15054.771,30.001,0.001
15055.291,30.001,0.001
15055.820,30.001,0.001
15056.355,30.001,0.001
15056.867,30.001,0.001
15057.384,30.001,0.001
15057.903,30.001,0.001
15058.430,30.001,0.001
15058.965,30.001,0.001
15059.485,30.001,0.001
15060.015,30.001,0.001
15060.530,30.001,0.001
15061.078,30.001,0.001
15061.577,30.001,0.001
15062.097,30.001,0.001
15062.630,30.001,0.001
15063.158,30.001,0.001
15063.675,30.001,0.001
15064.196,30.001,0.001
15064.726,30.001,0.001
15065.257,30.001,0.001
15065.803,30.001,0.001
15066.310,30.001,0.001
15066.824,30.001,0.001
15067.343,30.001,0.001
15067.861,30.001,0.001
15068.381,30.001,0.001
15068.901,30.001,0.001
15069.436,30.001,0.001
15069.964,30.001,0.001
15070.485,30.001,0.001
15071.003,30.001,0.001
15071.520,30.001,0.001
15072.033,30.001,0.001
15072.555,30.001,0.001
15073.073,30.001,0.001
15073.593,30.001,0.001
15074.115,30.000,0.001
15074.630,30.001,0.001
15075.144,30.001,0.001
15075.663,30.000,0.001
15076.180,30.001,0.001
15076.713,30.001,0.001
15077.231,30.001,0.001
15077.752,30.001,0.001
15078.269,30.000,0.001
15078.801,30.000,0.001
15079.331,30.001,0.001
15079.861,30.001,0.001
15080.383,30.001,0.001
15080.916,30.001,0.001
15081.431,30.001,0.001
15081.950,30.001,0.001
15082.481,30.001,0.001
15083.014,30.001,0.001
15083.518,30.001,0.001
15084.036,30.001,0.001
15084.556,30.001,0.001
15085.090,30.001,0.001
15085.603,30.001,0.001
15086.123,30.001,0.001
15086.640,30.001,0.001
15087.155,30.001,0.001
15087.673,30.001,0.001
15088.193,30.001,0.001
15088.723,30.001,0.001
15089.240,30.001,0.001
15089.773,30.001,0.001
15090.293,30.001,0.001
15090.810,30.001,0.001
15091.331,30.001,0.001
15091.858,30.001,0.001
15092.381,30.001,0.001
15092.898,30.001,0.001
15093.431,30.001,0.001
15093.960,30.001,0.001
15094.492,30.001,0.001
15095.013,30.001,0.001
15095.541,30.001,0.001
15096.058,30.001,0.001
15096.578,30.001,0.001
15097.113,30.001,0.001
15097.641,30.001,0.001
15098.178,30.001,0.001
15098.693,30.001,0.001
15099.231,30.001,0.001
15099.762,30.001,0.001
15100.279,30.001,0.001
15100.809,30.001,0.001
15101.343,30.001,0.001
15101.863,30.001,0.001
15102.380,30.001,0.001
15102.921,30.001,0.001
15103.427,30.001,0.001
15103.945,30.001,0.001
15104.462,30.001,0.001
15104.979,30.001,0.001
15105.510,30.001,0.001
15106.043,30.001,0.001
15106.570,30.001,0.001
15107.093,30.001,0.001
15107.623,30.001,0.001
15108.156,30.001,0.001
15108.690,30.001,0.001
15109.222,30.001,0.001
15109.739,30.001,0.001
15110.270,30.001,0.001
15110.788,30.001,0.001
15111.325,30.001,0.001
15111.842,30.001,0.001
15112.372,30.001,0.001
15112.877,30.001,0.001
15113.406,30.001,0.001
15113.940,30.001,0.001
15114.460,30.001,0.001
15114.978,30.001,0.001
15115.493,30.001,0.001
15116.026,30.001,0.001
15116.552,30.001,0.001
15117.099,30.001,0.001
15117.603,30.001,0.001
15118.118,30.001,0.001
15118.637,30.001,0.001
15119.153,30.001,0.001
15119.672,30.001,0.001
15120.202,30.001,0.001
15120.723,30.001,0.001
15121.243,30.001,0.001
15121.757,30.001,0.001
15122.276,30.001,0.001
15122.799,30.001,0.001
15123.326,30.001,0.001
15123.863,30.001,0.001
15124.395,30.001,0.001
15124.912,30.001,0.001
15125.431,30.001,0.001
15125.953,30.001,0.001
15126.471,30.001,0.001
15127.006,30.001,0.001
15127.522,30.001,0.001
15128.045,30.001,0.001
15128.576,30.001,0.001
15129.104,30.001,0.001
15129.620,30.001,0.001
15130.139,30.001,0.001
15130.672,30.001,0.001
15131.191,30.001,0.001
15131.710,30.001,0.001
15132.230,30.001,0.001
15132.763,30.001,0.001
15133.295,30.000,0.001
15133.815,30.001,0.001
15134.345,30.001,0.001
15134.877,30.001,0.001
15135.399,30.001,0.001
15135.916,30.001,0.001
15136.436,30.001,0.001
15136.965,30.001,0.001
15137.486,30.001,0.001
15138.024,30.001,0.001
