Datetime,EDC_RST_TOTAL,EDC_RST_BROWNOUT,EDC_RST_RSTIFG,EDC_RST_PMMSWBOR,EDC_RST_LPM_X_5_WAKE,EDC_RST_SECURITY_VIOLATION,EDC_RST_RES1,EDC_RST_SVSHIFG,EDC_RST_RES2,EDC_RST_RES3,EDC_RST_PMMSWPOR,EDC_RST_WDTIFG,EDC_RST_WDTPW,EDC_RST_FRCTLPW,EDC_RST_FRAM_BIT_ERR,EDC_RST_PER_FETCH,EDC_RST_PMMPW,EDC_RST_MPUPW,EDC_RST_CSPW,EDC_RST_MPUSEGIPIFG,EDC_RST_MPUSEGIIFG,EDC_RST_MPUSEG1IFG,EDC_RST_MPUSEG2IFG,EDC_RST_MPUSEG3IFG,EDC_CONOPS_ENTER_IN_PANEL_COUNTER,EDC_CONOPS_ENTER_IN_HIB_COUNTER
2025-03-25 15:01:19,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
