Datetime,EDC_RST_TOTAL,EDC_RST_BROWNOUT,EDC_RST_RSTIFG,EDC_RST_PMMSWBOR,EDC_RST_LPM_X_5_WAKE,EDC_RST_SECURITY_VIOLATION,EDC_RST_RES1,EDC_RST_SVSHIFG,EDC_RST_RES2,EDC_RST_RES3,EDC_RST_PMMSWPOR,EDC_RST_WDTIFG,EDC_RST_WDTPW,EDC_RST_FRCTLPW,EDC_RST_FRAM_BIT_ERR,EDC_RST_PER_FETCH,EDC_RST_PMMPW,EDC_RST_MPUPW,EDC_RST_CSPW,EDC_RST_MPUSEGIPIFG,EDC_RST_MPUSEGIIFG,EDC_RST_MPUSEG1IFG,EDC_RST_MPUSEG2IFG,EDC_RST_MPUSEG3IFG,EDC_CONOPS_ENTER_IN_PANEL_COUNTER,EDC_CONOPS_ENTER_IN_HIB_COUNTER
2025-03-25 20:31:07,156,152,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-25 20:31:13,156,152,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-25 20:31:14,156,152,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-25 20:31:19,156,152,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-26 17:16:57,159,155,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-26 17:17:03,159,155,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-27 11:16:03,160,156,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
