PADREMDA0_250417215918.DAT;file0.dat;2025-04-17 21:59:18;5092
PADREMDA2_250417215919.DAT;file1.dat;2025-04-17 21:59:19;49296
PADREMDA3_250417215919.DAT;file2.dat;2025-04-17 21:59:19;1600
PADREMDA3_250417215919.IDX;file3.idx;2025-04-17 21:59:19;656
PADREMDA0_250417215918.IDX;file4.idx;2025-04-17 21:59:18;752
PADREMDA2_250417220649.DAT;file5.dat;2025-04-17 22:06:49;24648
PADREMDA0_250417221057.DAT;file6.dat;2025-04-17 22:10:57;5243768
PADREMDA0_250417222812.DAT;file7.dat;2025-04-17 22:28:12;3463144
PADREMDA0_250417221057.IDX;file8.idx;2025-04-17 22:10:57;84240
PADREMDA2_250417221057.DAT;file9.dat;2025-04-17 22:10:57;2883816
PADREMDA3_250417221058.DAT;file10.dat;2025-04-17 22:10:58;5560
PADREMDA0_250417222812.IDX;file11.idx;2025-04-17 22:28:12;50576
PADREMDA2_250417221057.IDX;file12.idx;2025-04-17 22:10:57;1888
PADREMDA2_250417223409.DAT;file13.dat;2025-04-17 22:34:09;24648
PADREMDA3_250417221058.IDX;file14.idx;2025-04-17 22:10:58;2240
